Start,3
5.2566735844443,85.0174925345635,-40.310809427213
72.2921865388,11.0785852170324,-55.1814789665688
110.838065924811,46.2570235010588,-49.8227803077425
92.476724910965,32.3544212629065,-51.8891917873236
47.5039718498421,96.6605060649395,-11.4500105641283
45.2940994022947,136.304019574206,-15.1507539960493
Start,3
72.3452964147331,11.0174544565808,-55.243199546289
110.489944150394,46.6936074457708,-50.1397051890582
5.5242268347325,84.6980500724191,-40.205220814695
47.0173010021427,96.7930115443427,-11.9896671792257
92.1887232031513,32.4067996841353,-52.1999535154723
45.2508900837955,136.296624882915,-15.1752771064626
Start,3
72.8694959500279,11.0932650151404,-54.4854738512847
5.81666245649168,84.6669045457708,-39.9378750602957
92.1170038775541,32.4603171998806,-52.2399116066103
47.8595874729264,96.7468122487496,-10.9688177639039
110.385165256115,46.9209963158201,-50.078288327718
45.2024826467258,136.353251396636,-15.0102466044627
Start,3
6.284942221195,84.7429753911673,-39.418955150068
72.8775315447941,11.3330182510264,-54.4546410606334
45.1869969353435,136.368852708706,-14.6347398040042
110.359595313536,47.1744859780245,-49.8245464034973
48.0407456274431,96.6616033585829,-10.5251574664058
92.2920997672907,32.6092787497308,-51.9326835523939
Start,3
72.4325697109809,11.6577039220475,-54.9311011804154
6.41777096308123,84.7463050631265,-39.0953505655155
45.2213278077749,136.302002855008,-14.4078373359761
110.198112335301,47.280176858935,-50.0404705284948
48.4278743722111,96.5588958867372,-9.98624753823999
92.1127999382745,32.7193847297668,-52.1955577954577
Start,3
110.623094310848,46.621590320741,-49.7850062847401
6.92270201140661,84.9942498415293,-38.4538042489362
72.3158267420335,11.6501295347977,-54.9794892788336
46.1858848592366,136.028163157125,-13.6250996611978
92.5501235409387,32.4786916476282,-51.6843856129581
49.1252851354813,96.2630782365873,-9.43830452127114
Start,3
110.828229704905,46.1432282274521,-49.8863410783917
6.95046667637941,85.2224034579704,-38.3883129293319
49.1642700157667,96.165780194897,-9.93935342054516
72.2588972671815,11.180317754727,-55.0935819678515
92.9203915921672,31.9975558012339,-51.4491456755464
46.8765651030179,135.702500573102,-13.5596118445597
Start,3
111.569086620748,45.6528667741236,-49.1258474063491
49.6013596971024,96.0087061646232,-9.91060342798833
7.59391250187912,85.063329938291,-38.1242905527659
73.3338796314709,10.6584491291561,-53.7900450968055
93.4217649778092,31.545125126151,-50.9614239457221
47.351681268868,135.819485765382,-13.671653807802
Start,3
111.119072402565,45.6194990513453,-49.6632629007245
48.6000111347975,96.1198685915208,-11.0861888646431
46.1249697279248,135.820809934875,-15.2390628627521
6.68121974273168,84.9364565210444,-39.3149694361793
72.9795695429554,10.5728867199786,-54.2699699268311
92.6712613773753,31.679331992828,-51.9448483941286
Start,3
111.187348520687,45.7948273857243,-49.527295063766
6.04928944874766,84.8375156046114,-39.9174203839018
72.1675230835199,10.657150839561,-55.2885317692137
45.175280796595,135.923297987873,-16.1150185703657
92.6051163098275,31.8084799477713,-51.9051967016661
47.251713588205,96.3806451655219,-12.2857660052958
Start,3
72.1667673891041,10.9984880596141,-55.3018921430463
110.467649920541,46.4717480377397,-50.3797811090641
5.70592129547736,84.8490929361943,-39.8442438127015
92.3533063739216,32.3261707793037,-52.1470807165126
47.0984529371845,96.7032490033431,-12.0368091721771
44.8248722846394,136.256550163749,-15.8744389933143
Start,3
72.0849739884942,11.1488947598117,-55.4969205195405
5.6481730621307,84.8334866769744,-39.8104561022963
110.393330520112,47.0789221543316,-50.1268847011447
92.707966200177,32.5608090172373,-51.5056058711915
47.5493717910413,96.7894104204124,-11.1512243336255
45.2320157145267,136.171318463602,-14.5372212368094
Start,3
72.6955873777576,11.4488340830195,-54.625751905571
5.8459130948972,84.7697281175728,-39.8127900053627
45.8403006680404,136.218643495949,-13.5219168505704
110.1408755484,47.3911659689495,-50.0557657246469
47.5984515941512,96.7246082736863,-10.9490782377625
92.4857820219643,32.7659133592714,-51.6404306776741
Start,3
110.340387660163,46.9466198387818,-49.9182778951564
6.08141237833022,84.8844401135251,-39.5302409155056
72.172220057757,11.7634277926956,-55.1363522145523
46.1700847888164,136.001615424386,-13.0702223940666
47.9114324642223,96.4768190347845,-10.5826797460528
92.3194303238851,32.6850165087108,-51.8543399475213
Start,3
110.949964685808,46.2076663050427,-49.7014993881819
47.4100039670761,96.40371052193,-11.8655237064648
7.2373358407429,85.2174799749487,-38.0306314504585
72.7069413682727,11.2596895163903,-54.5553254233914
93.0022142722589,32.1183445237678,-51.3774214872627
46.7149591942999,135.939136823063,-13.3303988523474
Start,3
6.6215839048562,85.1608637043818,-39.0417667864388
111.707018747164,45.8975840879894,-49.1400192932332
47.4643845815179,96.2912918776406,-12.3230506949337
46.1894162787432,135.900480536113,-14.6774802365787
92.8412351976983,31.9298518810489,-51.8101511555469
73.0686400021201,10.7874657369855,-54.1665340286153
Start,3
72.4536094843199,10.8749118183323,-54.9527724873114
45.4371379172826,135.961799201128,-15.4002961230512
110.774655607769,46.3174879058563,-50.2246273879172
92.7810319436507,32.1521302447911,-51.7795697784775
5.7898271020587,85.116973647245,-39.8538981199988
47.6052825788646,96.5035876348955,-11.8979420167266
Start,3
72.6372838096724,11.1303514044664,-54.8259034530244
5.73318994888736,84.7931473885238,-39.2111919452307
48.7236192470301,96.3986290394841,-9.82970195805679
45.7008471447036,136.11211497414,-14.2147905686251
92.8277972574676,32.4384217539286,-51.4773409734816
110.577724706549,46.9287383838251,-50.0679040006636
Start,3
72.2005857988497,11.1092252261305,-55.3426247149418
45.4686957344269,136.102801515858,-14.4578862600967
5.71153167718614,84.5570054367036,-39.3258530351558
48.6185728014468,96.4139531883333,-9.97222493235564
109.989485799733,47.128953702684,-50.588134666595
92.2725581618498,32.5827469332386,-52.0741032985054
Start,3
5.97144752263739,84.2844516339245,-39.6232018386469
72.9243382156038,11.04583598027,-54.3980101735391
45.966870806446,135.932326286757,-14.3184850059536
110.704447576929,46.9086847197985,-49.6971253136269
48.5434776824656,96.4750770307247,-10.3546462271579
92.7665826327581,32.461326036429,-51.4963222678246
Start,3
111.014391155792,47.0057465081625,-49.1878036426015
7.29373598470232,84.2492060880515,-38.2850550105248
73.2553784356529,11.3189488070867,-53.8660408993067
48.2258968336694,96.5514241852828,-10.5426369543564
93.0974484669953,32.5741919719578,-51.062639657029
45.7384359979863,135.94771617458,-14.32888854403
Start,3
111.037020659114,46.7073635490443,-49.4852583038522
6.58264038464498,84.6748579186692,-39.4057822310602
46.0896662138107,135.956222220816,-14.248448508779
72.6797798108146,11.3527426507839,-54.6068054840611
47.4649400247986,96.5587081779841,-11.9091230942727
93.1629483015047,32.4133663221483,-51.0508333514964
Start,3
111.50897401182,46.2715946185912,-49.2239605880577
7.52035470731217,84.7486652790238,-38.2890888289624
72.9822045720868,11.0897873261342,-54.2884128873162
47.9207292431214,96.4166213090884,-11.6261072341148
47.151777559584,135.872100991226,-13.4007711124307
93.199661445529,32.0271232811255,-51.2566241514096
Start,3
111.49492881373,46.2502856069534,-49.3059950087339
47.4456635619952,96.4676721918543,-12.1140130464078
7.26506297006025,84.8741835001441,-38.1571960798626
72.8849100433779,11.1495480948134,-54.3641838544525
92.8071514724324,32.152254389546,-51.8032794091371
46.5114312677468,135.982239248401,-13.9401972720947
Start,3
47.370458837664,96.4032380919381,-12.4817896134273
111.196071869575,46.0417287214651,-49.8007817328258
6.95535900199724,85.0049175618663,-38.7074507048279
92.7491229086025,32.0116639399774,-51.9281747986839
46.0538450143432,135.935168191129,-14.8328939969743
72.786111059809,10.927070158007,-54.5473830269554
Start,3
6.46513130138664,85.1097275832194,-39.3596682033511
45.6290960473314,136.018439135112,-15.1733826384455
111.245804380413,46.2397690303237,-49.5742708848876
47.5718705493809,96.4702556344518,-11.9887889060343
92.8525177614817,32.134263608827,-51.6776636896242
72.7301051142019,10.9497889620965,-54.6346164652754
Start,3
72.728625910933,10.9660710150277,-54.7276225350374
47.5200512866549,96.5876608027568,-11.7871042734863
45.4772225291155,135.963516929166,-15.1374696583214
5.84708109784049,85.0396473120077,-39.9352904900667
111.290240972475,46.351872712873,-49.4487189599849
92.5537966481629,32.3044708392678,-51.9380407499441
Start,3
72.6702418278766,10.9549531674235,-54.8717934756037
110.73810121853,46.7136072680842,-49.9416345527182
45.7167728997953,136.120901057107,-14.6432708759636
5.87712671980061,84.6651283717105,-39.4984792188758
48.9588427548003,96.4066811107318,-9.81145110134555
92.4145552313856,32.2992873065465,-52.0467360242807
Start,3
73.0240109820068,10.7543527111476,-54.4380404807412
6.48851048003938,84.4637176594632,-38.9394872132388
49.2221680025397,96.3092520418745,-9.87469458242593
46.5467271478897,135.912878292833,-14.0016060461592
110.688217398421,46.7367324335203,-50.0359397656422
92.5450958944712,32.1960302440909,-51.9641034488518
Start,3
6.14368845816002,84.28360757805,-39.3013407813978
73.578800152222,11.1168833779162,-53.5622032855743
46.2210554721123,135.936232244639,-13.6853539211997
110.913817753157,47.0581855044009,-49.3491932810433
48.6630112392504,96.4611724080459,-9.99711263796655
92.6164660535945,32.5494069541785,-51.6430494941189
Start,3
111.215766810649,46.8370456104516,-49.1984649088732
48.5245525217468,96.4098453304059,-10.3845392357516
45.9595710014397,135.821323090006,-14.3988142573736
7.92163167852482,84.1352926245399,-37.5267315532236
73.5564463239754,11.2196982094564,-53.5113084447605
92.8873230660226,32.5009135981128,-51.4338209465646
Start,3
111.261021858782,46.3245192976081,-49.5933456067523
6.61034359901048,84.5161534873812,-39.6786268483738
73.2412199716987,10.9773411873578,-53.9297647994109
46.4552283241265,135.83967621731,-14.5099057156537
48.6930312100167,96.2733463608482,-10.7174786125226
93.033707132278,32.0918307174834,-51.5309818592359
Start,3
111.536668796836,46.0594691024948,-49.3043074844497
73.4071499971124,10.8885795846623,-53.7615198248085
7.63217793734599,84.6325760281398,-38.2547953102987
48.6044378844234,96.2038333342089,-10.8544415047869
93.2321294980993,31.8981229374688,-51.2927722307726
46.8562650256315,135.807877167503,-13.9670163722079
Start,3
111.316336322825,45.9443821649077,-49.6460062128757
47.8528088321633,96.4002409375801,-12.0498965055879
7.94251470372884,84.7407415596348,-37.8973547542545
73.2799798155759,10.9108374314648,-53.9624743289547
93.1815523130893,31.773767255591,-51.3838980058598
46.7263112657886,135.890732205258,-14.2045271567245
Start,3
